epoch,train_loss,val_loss,train_acc,val_acc,lr
1,2.0664716304461823,0.6419943839907646,0.5220130447672695,0.82,0.001
2,0.9422564032414954,0.4862821075320244,0.7508894159501927,0.856,0.001
3,0.752897528067271,0.3888532278621569,0.7840201600948711,0.878,0.001
4,0.6585034881358132,0.3776848391853273,0.8089238067002669,0.874,0.001
5,0.5951776026225994,0.3852288933135569,0.8220426919656092,0.884,0.001
