epoch,train_loss,val_loss,train_acc,val_acc,lr
1,2.0968124497336165,0.6513760396838189,0.5115624073525051,0.822,0.001
2,0.9729684329540059,0.49270661058276893,0.7394752445893863,0.856,0.001
3,0.7812468382656097,0.39498998297937216,0.7761636525348354,0.88,0.001
4,0.6858329779675284,0.3793823594469577,0.8021790690779721,0.888,0.001
5,0.6241723786704871,0.38292512647528204,0.8138155944263267,0.878,0.001
